state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
California,No,Basic,Bachelor,Other,F,Urban,Married,Personal,L2,Offer3,Call Center,Four-Door Car,Medsize
California,No,Basic,High School or Below,Employed,M,Urban,Divorced,Personal,L3,Offer1,Agent,Two-Door Car,Medsize
California,No,Basic,Bachelor,Other,F,Suburban,Married,Personal,L2,Offer1,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal,L2,Offer3,Call Center,Four-Door Car,Medsize
Nevada,No,Extended,High School or Below,Other,M,Suburban,Married,Personal,L1,Offer2,Branch,SUV,Small
California,No,Extended,College,Employed,F,Rural,Single,Personal,L3,Offer4,Web,Four-Door Car,Medsize
California,No,Basic,College,Employed,M,Suburban,Divorced,Personal,L3,Offer2,Agent,Four-Door Car,Small
Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal,L2,Offer1,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,L3,Offer4,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,College,Other,M,Rural,Married,Corporate,L1,Offer2,Web,SUV,Medsize
Oregon,No,Basic,College,Employed,F,Rural,Married,Personal,L3,Offer1,Call Center,Luxury,Medsize
Nevada,No,Basic,College,Unemployed,F,Suburban,Single,Personal,L1,Offer2,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,Other,M,Suburban,Married,Corporate,L2,Offer1,Web,Two-Door Car,Medsize
Oregon,No,Basic,College,Employed,F,Urban,Married,Personal,L2,Offer2,Branch,Two-Door Car,Medsize
Arizona,No,Extended,College,Unemployed,M,Suburban,Married,Personal,L1,Offer1,Branch,Two-Door Car,Medsize
California,Yes,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate,L1,Offer2,Call Center,Four-Door Car,Large
Nevada,Yes,Basic,College,Employed,F,Suburban,Married,Personal,L1,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,College,Other,M,Urban,Married,Corporate,L3,Offer2,Call Center,SUV,Medsize
Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,L1,Offer1,Web,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,Other,M,Suburban,Married,Corporate,L3,Offer2,Agent,Four-Door Car,Medsize
Nevada,No,Extended,College,Employed,M,Rural,Single,Corporate,L1,Offer3,Web,Luxury,Small
California,No,Extended,College,Employed,M,Suburban,Single,Special,L3,Offer4,Web,Four-Door Car,Small
California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal,L2,Offer4,Web,Two-Door Car,Medsize
California,No,Basic,Bachelor,Other,M,Suburban,Divorced,Personal,L3,Offer3,Branch,Four-Door Car,Medsize
Nevada,No,Basic,High School or Below,Other,M,Suburban,Divorced,Personal,L1,Offer1,Call Center,Four-Door Car,Medsize
Washington,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal,L1,Offer1,Branch,SUV,Medsize
Oregon,No,Basic,College,Employed,M,Urban,Divorced,Personal,L3,Offer1,Web,SUV,Medsize
Oregon,No,Basic,Doctor,Employed,M,Suburban,Single,Personal,L2,Offer2,Branch,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal,L2,Offer2,Branch,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,Other,F,Urban,Married,Corporate,L1,Offer1,Branch,Four-Door Car,Medsize
California,Yes,Basic,Bachelor,Other,M,Suburban,Single,Personal,L2,Offer1,Agent,Four-Door Car,Medsize
Nevada,No,Basic,College,Employed,F,Suburban,Divorced,Personal,L2,Offer1,Branch,Four-Door Car,Small
Oregon,No,Extended,College,Employed,F,Urban,Divorced,Personal,L3,Offer4,Web,Four-Door Car,Large
California,No,Extended,College,Employed,F,Rural,Married,Personal,L2,Offer1,Web,SUV,Medsize
California,No,Extended,Bachelor,Other,F,Suburban,Divorced,Personal,L3,Offer1,Agent,SUV,Large
California,No,Extended,Bachelor,Employed,M,Rural,Married,Personal,L3,Offer2,Call Center,Two-Door Car,Medsize
Arizona,No,Basic,College,Employed,M,Suburban,Single,Personal,L3,Offer1,Agent,Two-Door Car,Medsize
Oregon,No,Premium,Doctor,Employed,F,Suburban,Married,Personal,L3,Offer3,Call Center,Luxury,Medsize
California,No,Extended,Bachelor,Employed,F,Rural,Married,Personal,L3,Offer4,Branch,Two-Door Car,Medsize
Arizona,No,Premium,High School or Below,Employed,M,Suburban,Married,Corporate,L3,Offer1,Call Center,SUV,Medsize
Oregon,No,Extended,Bachelor,Employed,M,Urban,Married,Personal,L2,Offer2,Agent,Four-Door Car,Large
Arizona,No,Basic,Doctor,Unemployed,F,Suburban,Divorced,Personal,L3,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Doctor,Employed,F,Urban,Married,Special,L2,Offer1,Agent,Four-Door Car,Medsize
California,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal,L3,Offer3,Call Center,Two-Door Car,Small
California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal,L3,Offer2,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,L3,Offer1,Agent,Luxury,Medsize
Washington,Yes,Basic,High School or Below,Other,M,Suburban,Divorced,Personal,L3,Offer1,Branch,SUV,Medsize
Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Corporate,L3,Offer3,Call Center,Four-Door Car,Small
Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal,L3,Offer3,Agent,Luxury,Medsize
Nevada,No,Premium,College,Employed,F,Suburban,Single,Personal,L2,Offer2,Agent,Four-Door Car,Medsize
California,No,Basic,Doctor,Employed,M,Suburban,Married,Personal,L3,Offer2,Agent,Four-Door Car,Small
Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Special,L3,Offer2,Branch,Two-Door Car,Small
Oregon,No,Premium,Master,Employed,F,Rural,Married,Personal,L1,Offer1,Agent,Four-Door Car,Medsize
Nevada,No,Extended,College,Employed,M,Suburban,Divorced,Personal,L2,Offer3,Call Center,SUV,Medsize
Oregon,No,Basic,College,Employed,M,Suburban,Married,Corporate,L3,Offer1,Call Center,Four-Door Car,Medsize
Oregon,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Personal,L2,Offer1,Agent,Four-Door Car,Medsize
Nevada,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal,L2,Offer1,Agent,Luxury,Small
Arizona,No,Basic,Bachelor,Other,F,Suburban,Married,Personal,L3,Offer2,Branch,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,Employed,F,Urban,Married,Personal,L3,Offer2,Branch,Four-Door Car,Small
California,No,Basic,Master,Employed,F,Urban,Married,Personal,L3,Offer3,Branch,Two-Door Car,Medsize
Oregon,No,Extended,College,Employed,M,Suburban,Married,Personal,L2,Offer1,Call Center,Luxury,Medsize
California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal,L2,Offer4,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,College,Employed,F,Urban,Married,Personal,L3,Offer1,Branch,Luxury,Medsize
Oregon,No,Basic,High School or Below,Employed,F,Rural,Divorced,Personal,L1,Offer3,Agent,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,L2,Offer2,Web,Luxury,Medsize
Washington,No,Extended,College,Employed,M,Rural,Married,Corporate,L2,Offer1,Call Center,Two-Door Car,Medsize
Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,L1,Offer2,Web,Two-Door Car,Medsize
Washington,No,Basic,College,Unemployed,M,Suburban,Single,Personal,L2,Offer4,Web,Two-Door Car,Large
Nevada,No,Basic,College,Unemployed,M,Suburban,Single,Personal,L3,Offer1,Agent,Two-Door Car,Small
Oregon,No,Extended,Doctor,Employed,F,Urban,Married,Corporate,L2,Offer1,Agent,Four-Door Car,Large
Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Personal,L1,Offer4,Branch,Two-Door Car,Medsize
Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal,L3,Offer3,Web,Two-Door Car,Medsize
California,No,Premium,Master,Employed,M,Urban,Married,Personal,L3,Offer4,Call Center,Four-Door Car,Medsize
California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Corporate,L3,Offer3,Agent,Two-Door Car,Medsize
California,No,Extended,High School or Below,Employed,F,Suburban,Divorced,Personal,L1,Offer2,Agent,Four-Door Car,Medsize
Oregon,No,Extended,Master,Employed,F,Suburban,Married,Personal,L3,Offer1,Call Center,SUV,Medsize
California,No,Basic,College,Other,F,Suburban,Single,Corporate,L1,Offer4,Web,Four-Door Car,Medsize
Arizona,No,Basic,College,Employed,M,Rural,Married,Personal,L3,Offer1,Branch,SUV,Medsize
Arizona,No,Basic,Bachelor,Employed,F,Rural,Divorced,Personal,L1,Offer2,Branch,Four-Door Car,Medsize
Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,L1,Offer4,Agent,Luxury,Small
Arizona,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Personal,L3,Offer2,Call Center,Four-Door Car,Small
Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal,L2,Offer1,Branch,Four-Door Car,Large
Oregon,No,Basic,College,Unemployed,F,Suburban,Married,Personal,L2,Offer3,Agent,Four-Door Car,Small
California,No,Basic,College,Unemployed,M,Suburban,Married,Personal,L3,Offer1,Agent,SUV,Medsize
California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,L3,Offer1,Branch,Four-Door Car,Small
Arizona,No,Extended,Bachelor,Unemployed,F,Rural,Married,Personal,L1,Offer1,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,L3,Offer3,Call Center,SUV,Medsize
Nevada,Yes,Extended,Bachelor,Other,F,Suburban,Married,Personal,L3,Offer2,Agent,SUV,Small
California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal,L2,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,L3,Offer1,Call Center,SUV,Medsize
Oregon,No,Basic,College,Employed,F,Urban,Married,Personal,L3,Offer3,Agent,Four-Door Car,Medsize
Nevada,No,Extended,College,Unemployed,M,Suburban,Married,Personal,L2,Offer3,Agent,Two-Door Car,Medsize
California,No,Basic,College,Employed,M,Suburban,Married,Corporate,L3,Offer1,Branch,Two-Door Car,Medsize
California,No,Basic,College,Employed,M,Rural,Single,Corporate,L2,Offer2,Branch,Four-Door Car,Medsize
Nevada,No,Basic,Master,Unemployed,F,Suburban,Married,Personal,L3,Offer1,Branch,Four-Door Car,Medsize
Oregon,Yes,Extended,College,Employed,F,Rural,Divorced,Personal,L3,Offer2,Agent,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,Employed,M,Urban,Divorced,Personal,L3,Offer3,Call Center,SUV,Small
Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal,L3,Offer1,Call Center,Four-Door Car,Medsize
Arizona,Yes,Extended,High School or Below,Other,F,Suburban,Married,Personal,L1,Offer1,Agent,Two-Door Car,Small
Nevada,No,Extended,High School or Below,Employed,M,Urban,Married,Personal,L1,Offer3,Agent,Luxury,Small
Arizona,Yes,Basic,College,Employed,F,Suburban,Divorced,Corporate,L3,Offer2,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,College,Other,F,Suburban,Married,Personal,L2,Offer4,Web,Four-Door Car,Medsize
California,No,Basic,Master,Employed,F,Rural,Married,Personal,L3,Offer1,Agent,SUV,Medsize
Nevada,No,Basic,College,Employed,M,Suburban,Divorced,Personal,L3,Offer1,Call Center,SUV,Medsize
Oregon,No,Basic,Doctor,Employed,M,Rural,Single,Corporate,L3,Offer4,Agent,Four-Door Car,Small
California,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate,L3,Offer1,Agent,Two-Door Car,Medsize
California,No,Basic,College,Unemployed,M,Suburban,Single,Personal,L3,Offer4,Agent,Four-Door Car,Medsize
California,No,Basic,Doctor,Other,M,Urban,Married,Personal,L1,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,Master,Employed,M,Urban,Married,Personal,L3,Offer2,Agent,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,Employed,M,Urban,Married,Corporate,L2,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,Master,Employed,F,Rural,Married,Personal,L3,Offer2,Branch,Four-Door Car,Medsize
Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal,L2,Offer1,Call Center,Two-Door Car,Medsize
California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal,L3,Offer1,Branch,Four-Door Car,Large
Arizona,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal,L2,Offer4,Web,Luxury,Small
California,Yes,Basic,Bachelor,Other,M,Suburban,Married,Personal,L2,Offer1,Branch,Four-Door Car,Medsize
Arizona,No,Extended,College,Unemployed,F,Suburban,Single,Corporate,L3,Offer1,Branch,Four-Door Car,Large
Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate,L3,Offer4,Agent,Two-Door Car,Medsize
Arizona,No,Extended,College,Employed,F,Rural,Married,Corporate,L2,Offer1,Agent,Four-Door Car,Large
Oregon,No,Basic,College,Employed,M,Urban,Married,Personal,L1,Offer3,Call Center,Two-Door Car,Medsize
Oregon,No,Basic,Doctor,Unemployed,F,Urban,Married,Personal,L2,Offer1,Agent,Four-Door Car,Large
Oregon,No,Extended,College,Unemployed,F,Urban,Married,Personal,L2,Offer2,Agent,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,Employed,M,Rural,Married,Personal,L2,Offer4,Branch,Two-Door Car,Large
California,Yes,Premium,High School or Below,Employed,M,Suburban,Divorced,Personal,L3,Offer1,Agent,Luxury,Medsize
Oregon,No,Extended,Bachelor,Employed,F,Rural,Married,Personal,L1,Offer4,Agent,Four-Door Car,Medsize
Washington,No,Basic,Doctor,Employed,M,Rural,Married,Personal,L3,Offer2,Agent,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal,L2,Offer1,Branch,Two-Door Car,Small
California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal,L3,Offer1,Agent,SUV,Medsize
Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,L2,Offer1,Web,Luxury,Medsize
Oregon,No,Extended,College,Employed,F,Suburban,Divorced,Corporate,L2,Offer3,Web,SUV,Large
California,No,Extended,Master,Employed,M,Suburban,Single,Personal,L1,Offer2,Web,Two-Door Car,Medsize
Nevada,No,Basic,College,Employed,F,Urban,Married,Personal,L2,Offer2,Agent,Four-Door Car,Medsize
California,Yes,Basic,Master,Employed,F,Suburban,Single,Corporate,L3,Offer2,Branch,SUV,Large
Nevada,No,Premium,College,Employed,F,Suburban,Single,Personal,L3,Offer1,Agent,Four-Door Car,Small
California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal,L2,Offer4,Branch,SUV,Medsize
California,No,Basic,College,Unemployed,F,Suburban,Single,Personal,L3,Offer1,Agent,Two-Door Car,Medsize
Oregon,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Corporate,L3,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Extended,College,Employed,F,Rural,Married,Corporate,L3,Offer1,Call Center,SUV,Medsize
Nevada,No,Premium,College,Other,F,Suburban,Divorced,Personal,L3,Offer1,Call Center,SUV,Medsize
Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Personal,L3,Offer4,Branch,Two-Door Car,Medsize
Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal,L3,Offer1,Agent,Four-Door Car,Small
Arizona,No,Premium,College,Unemployed,M,Suburban,Single,Personal,L3,Offer1,Branch,Four-Door Car,Small
Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal,L3,Offer4,Agent,Four-Door Car,Medsize
Arizona,Yes,Extended,Doctor,Employed,F,Suburban,Married,Personal,L3,Offer2,Agent,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,Other,M,Suburban,Married,Personal,L3,Offer1,Agent,Four-Door Car,Small
Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate,L1,Offer3,Branch,Two-Door Car,Small
California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal,L3,Offer4,Agent,Four-Door Car,Small
California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,L3,Offer1,Branch,Four-Door Car,Medsize
Nevada,No,Basic,College,Unemployed,M,Suburban,Divorced,Personal,L1,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,Employed,F,Rural,Divorced,Personal,L2,Offer3,Branch,Luxury,Small
Washington,No,Basic,College,Unemployed,F,Urban,Married,Personal,L2,Offer1,Web,SUV,Medsize
California,No,Basic,Bachelor,Employed,F,Urban,Married,Special,L2,Offer2,Web,Four-Door Car,Medsize
Oregon,No,Basic,College,Other,M,Suburban,Single,Personal,L2,Offer3,Agent,Two-Door Car,Medsize
Oregon,No,Extended,Master,Unemployed,F,Suburban,Married,Personal,L1,Offer2,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,College,Employed,F,Urban,Married,Personal,L3,Offer1,Branch,Two-Door Car,Medsize
Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal,L3,Offer2,Web,Luxury,Medsize
Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,L1,Offer1,Agent,Two-Door Car,Medsize
Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,L3,Offer4,Branch,Two-Door Car,Small
Oregon,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Special,L2,Offer1,Branch,Four-Door Car,Small
Nevada,No,Basic,College,Employed,M,Rural,Single,Special,L2,Offer1,Agent,SUV,Large
Nevada,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal,L3,Offer1,Call Center,SUV,Medsize
Oregon,Yes,Basic,College,Unemployed,F,Suburban,Single,Personal,L2,Offer1,Agent,Four-Door Car,Large
California,No,Basic,High School or Below,Employed,M,Urban,Married,Personal,L2,Offer4,Web,Two-Door Car,Large
Nevada,Yes,Extended,Doctor,Employed,M,Rural,Divorced,Personal,L2,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,Bachelor,Employed,F,Rural,Single,Personal,L2,Offer4,Branch,Four-Door Car,Medsize
California,Yes,Extended,Bachelor,Other,F,Suburban,Divorced,Personal,L3,Offer2,Call Center,Four-Door Car,Medsize
California,No,Basic,College,Employed,F,Urban,Divorced,Corporate,L3,Offer4,Agent,Four-Door Car,Medsize
Arizona,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal,L3,Offer1,Call Center,Two-Door Car,Small
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Corporate,L2,Offer3,Branch,Four-Door Car,Large
Washington,No,Premium,High School or Below,Employed,F,Rural,Married,Personal,L1,Offer2,Agent,Luxury,Small
Oregon,Yes,Extended,Doctor,Employed,M,Suburban,Divorced,Personal,L1,Offer2,Agent,Luxury,Medsize
Washington,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal,L2,Offer2,Branch,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal,L3,Offer1,Branch,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Single,Personal,L3,Offer1,Agent,Four-Door Car,Medsize
Nevada,No,Basic,College,Unemployed,F,Suburban,Married,Personal,L2,Offer2,Web,SUV,Medsize
Oregon,Yes,Basic,Master,Employed,F,Suburban,Married,Personal,L2,Offer2,Agent,Four-Door Car,Small
Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate,L1,Offer4,Call Center,SUV,Medsize
Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Divorced,Personal,L3,Offer1,Web,Four-Door Car,Medsize
Nevada,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,L3,Offer2,Branch,Four-Door Car,Medsize
Nevada,No,Extended,College,Unemployed,F,Suburban,Single,Corporate,L2,Offer2,Agent,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate,L3,Offer1,Branch,Four-Door Car,Medsize
Nevada,No,Basic,College,Employed,M,Urban,Divorced,Personal,L2,Offer1,Agent,SUV,Medsize
Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal,L3,Offer4,Branch,Four-Door Car,Large
California,Yes,Basic,Master,Other,M,Suburban,Divorced,Personal,L1,Offer1,Call Center,Four-Door Car,Small
Nevada,No,Premium,High School or Below,Employed,F,Suburban,Single,Personal,L3,Offer4,Branch,Two-Door Car,Large
Washington,No,Basic,Master,Employed,F,Urban,Married,Personal,L2,Offer4,Web,Four-Door Car,Medsize
Washington,No,Basic,College,Employed,M,Suburban,Married,Personal,L3,Offer1,Branch,Four-Door Car,Small
California,No,Basic,College,Employed,F,Suburban,Married,Personal,L2,Offer2,Agent,Four-Door Car,Medsize
Arizona,No,Extended,Bachelor,Employed,F,Urban,Divorced,Personal,L3,Offer1,Call Center,SUV,Medsize
California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate,L3,Offer1,Agent,Two-Door Car,Medsize
Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal,L3,Offer2,Call Center,Two-Door Car,Medsize
Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate,L1,Offer1,Call Center,SUV,Medsize
Arizona,No,Extended,College,Employed,M,Suburban,Divorced,Personal,L3,Offer4,Branch,Two-Door Car,Medsize
Oregon,No,Basic,Bachelor,Other,M,Suburban,Married,Personal,L3,Offer4,Agent,Four-Door Car,Large
Nevada,No,Basic,Doctor,Unemployed,M,Suburban,Married,Personal,L3,Offer3,Agent,Four-Door Car,Small
California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,L3,Offer2,Agent,Two-Door Car,Medsize
